problem,relationType,target,label
syncope,lab,LAB_789-8,1
gout,medication,RX_24605,2
uterine_fibroid,lab,LAB_2028-9,1
cough,lab,LAB_713-8,1
kidney_stone,lab,LAB_6095-4,1
gerd,lab,LAB_6833-8,1
asthma,lab,LAB_4544-3,1
kidney_stone,medication,RX_7804,1
thyroid_hormone_disorders,medication,RX_XXXXX90,1
diabetes,lab,LAB_18919-1,1
back_pain,procedure,PX_72114,2
hypokalemia,procedure,PX_93279,1
cholelithiasis,lab,LAB_49024-3,1
gerd,lab,LAB_12515-3,1
thyroid_hormone_disorders,lab,LAB_6742-1,1
hypokalemia,procedure,PX_XXXXX461,1
chronic_kidney_disease,medication,RX_475968,1
uterine_fibroid,lab,LAB_785-6,1
coronary_artery_disease,medication,RX_1191,2
asthma,lab,LAB_58413-6,1
osteoporosis,lab,LAB_47322-3,1
rheumatoid_arthritis,lab,LAB_5048-4,1
diabetes,medication,RX_4815,2
headache,procedure,PX_J2550,2
arthritis,lab,LAB_1989-3,1
chronic_kidney_disease,lab,LAB_19123-9,1
coronary_artery_disease,procedure,PX_74000,1
kidney_stone,lab,LAB_1989-3,1
cholelithiasis,procedure,PX_97802,1
thrombocytopenia,procedure,PX_36561,1
chronic_kidney_disease,medication,RX_4441,1
dermatitis,medication,RX_XXXXX169,1
arthritis,lab,LAB_30522-7,1
copd,lab,LAB_2106-3,1
atrial_fibrillation,lab,LAB_777-3,1
kidney_stone,lab,LAB_3084-1,1
hypertension,procedure,PX_93268,1
back_pain,procedure,PX_52000,1
chronic_kidney_disease,medication,RX_2599,1
cholelithiasis,lab,LAB_4544-3,1
gout,lab,LAB_731-0,1
cough,medication,RX_42347,1
heart_failure,procedure,PX_XXXXX407,2
headache,procedure,PX_J3030,2
coronary_artery_disease,procedure,PX_93225,2
syncope,procedure,PX_59025,1
diverticulosis/diverticulitis,lab,LAB_4544-3,2
osteoporosis,medication,RX_36118,2
hypertension,medication,RX_7226,2
diabetes,medication,RX_4917,1
anemia,procedure,PX_XXXXX423,1
coronary_artery_disease,procedure,PX_93270,2
sleep_apnea,medication,RX_187832,1
asthma,lab,LAB_6075-6,1
hypertension,procedure,PX_70553,1
hypertension,medication,RX_4099,1
hematuria,medication,RX_3640,2
rheumatoid_arthritis,procedure,PX_36000,1
cholelithiasis,lab,LAB_9804-6,1
atrial_fibrillation,procedure,PX_XXXXX264,2
gout,lab,LAB_5196-1,1
hypertension,procedure,PX_XXXXX375,1
back_pain,medication,RX_232158,2
uti,lab,LAB_15922-8,2
arthritis,procedure,PX_J3301,2
seizure_disorder,medication,RX_1897,1
hypertension,lab,LAB_19123-9,1
headache,procedure,PX_90862,1
thrombocytopenia,procedure,PX_99211,1
dermatitis,medication,RX_XXXXX157,2
atrial_fibrillation,medication,RX_5224,2
uti,lab,LAB_18878-9,2
thrombocytopenia,medication,RX_4099,1
hypertension,lab,LAB_2143-6,1
cough,lab,LAB_68954-7,1
gerd,lab,LAB_65782-5,1
anemia,medication,RX_105694,2
thrombocytopenia,procedure,PX_J2997,1
back_pain,lab,LAB_11572-5,1
rheumatoid_arthritis,lab,LAB_9588-5,1
uti,lab,LAB_18906-8,2
hematuria,lab,LAB_6463-4,2
chronic_kidney_disease,procedure,PX_XXXXX266,1
dyslipidemia,medication,RX_XXXXX162,1
coronary_artery_disease,lab,LAB_17861-6,1
uti,lab,LAB_53322-4,1
hematuria,medication,RX_50166,1
hypertension,medication,RX_18867,2
diverticulosis/diverticulitis,procedure,PX_74000,1
thrombocytopenia,medication,RX_29046,1
syncope,medication,RX_2418,1
"mood_disorders,_including_depression",medication,RX_2626,2
gerd,procedure,PX_76705,1
uti,medication,RX_51670,1
atrial_fibrillation,procedure,PX_94720,1
diabetes,lab,LAB_17861-6,1
copd,procedure,PX_94761,2
back_pain,lab,LAB_50561-0,1
kidney_stone,procedure,PX_XXXXX167,1
hypertension,lab,LAB_2160-0,2
syncope,lab,LAB_764-1,1
uti,medication,RX_25037,2
"mood_disorders,_including_depression",medication,RX_115698,2
hypokalemia,medication,RX_XXXXX85,1
coronary_artery_disease,procedure,PX_96372,1
sleep_apnea,medication,RX_88249,1
heart_failure,medication,RX_703,2
atrial_fibrillation,lab,LAB_6598-7,2
gerd,procedure,PX_71260,1
anemia,medication,RX_82000,1
"mood_disorders,_including_depression",medication,RX_XXXXX98,1
dyslipidemia,lab,LAB_32623-1,1
back_pain,procedure,PX_90782,1
coronary_artery_disease,medication,RX_6960,1
atrial_fibrillation,medication,RX_9997,1
thyroid_hormone_disorders,procedure,PX_XXXXX212,1
syncope,medication,RX_82003,1
coronary_artery_disease,medication,RX_35296,2
rheumatoid_arthritis,lab,LAB_63453-5,1
hypokalemia,lab,LAB_2340-8,1
atrial_fibrillation,lab,LAB_46128-5,1
arthritis,lab,LAB_33569-5,1
chronic_kidney_disease,procedure,PX_52000,1
thrombocytopenia,lab,LAB_46702-7,1
kidney_stone,lab,LAB_6098-8,1
anemia,medication,RX_XXXXX70,1
seizure_disorder,procedure,PX_94760,1
headache,lab,LAB_19123-9,1
kidney_stone,medication,RX_XXXXX101,1
copd,lab,LAB_770-8,1
cough,procedure,PX_94729,1
dyslipidemia,procedure,PX_77082,1
diabetes,procedure,PX_XXXXX415,1
syncope,lab,LAB_785-6,1
thyroid_hormone_disorders,medication,RX_82003,1
chronic_kidney_disease,medication,RX_5224,1
anemia,procedure,PX_43235,2
hematuria,lab,LAB_33223-9,1
coronary_artery_disease,procedure,PX_94729,1
gerd,procedure,PX_XXXXX457,1
thrombocytopenia,lab,LAB_787-2,1
thyroid_hormone_disorders,procedure,PX_XXXXX221,1
atrial_fibrillation,lab,LAB_32623-1,1
diabetes,procedure,PX_XXXXX213,1
heart_failure,lab,LAB_6598-7,2
coronary_artery_disease,lab,LAB_46418-0,1
"mood_disorders,_including_depression",medication,RX_6470,2
arthritis,medication,RX_10237,2
uti,lab,LAB_18873-0,2
uti,medication,RX_49276,2
diverticulosis/diverticulitis,procedure,PX_74250,2
hematuria,procedure,PX_XXXXX373,2
seizure_disorder,lab,LAB_14979-9,1
asthma,procedure,PX_36415,1
diabetes,lab,LAB_2823-3,1
atrial_fibrillation,procedure,PX_XXXXX409,1
seizure_disorder,lab,LAB_19642-8,1
chronic_kidney_disease,procedure,PX_XXXXX301,1
asthma,procedure,PX_71270,2
diverticulosis/diverticulitis,medication,RX_8704,1
diverticulosis/diverticulitis,lab,LAB_50557-8,1
diabetes,lab,LAB_32636-3,1
hypokalemia,lab,LAB_17861-6,2
anemia,procedure,PX_J1100,1
hypertension,medication,RX_4917,2
anemia,procedure,PX_XXXXX378,1
syncope,medication,RX_4337,2
asthma,procedure,PX_93000,1
syncope,lab,LAB_19123-9,1
gerd,lab,LAB_787-2,1
asthma,lab,LAB_664-3,1
osteoporosis,lab,LAB_1649-3,1
hypertension,lab,LAB_2075-0,1
hematuria,medication,RX_49276,2
gout,lab,LAB_770-8,2
seizure_disorder,lab,LAB_35595-8,1
dermatitis,medication,RX_3435,1
thrombocytopenia,medication,RX_4815,1
copd,medication,RX_XXXXX139,2
back_pain,medication,RX_36387,1
"mood_disorders,_including_depression",lab,LAB_3968-5,2
diabetes,procedure,PX_J0696,1
coronary_artery_disease,medication,RX_XXXXX144,1
sleep_apnea,medication,RX_283562,1
thrombocytopenia,lab,LAB_46419-8,1
diabetes,procedure,PX_XXXXX407,1
hypokalemia,lab,LAB_2160-0,2
uti,lab,LAB_18998-5,2
hypertension,procedure,PX_62311,1
thrombocytopenia,lab,LAB_2143-6,1
hypokalemia,medication,RX_26225,1
seizure_disorder,medication,RX_8183,2
atrial_fibrillation,medication,RX_105694,1
arthritis,medication,RX_26225,1
seizure_disorder,medication,RX_2556,1
diverticulosis/diverticulitis,medication,RX_2582,1
heart_failure,procedure,PX_XXXXX408,2
headache,lab,LAB_13964-2,1
back_pain,lab,LAB_2340-8,1
seizure_disorder,procedure,PX_72100,1
asthma,medication,RX_XXXXX109,1
osteoporosis,medication,RX_6185,1
copd,medication,RX_25255,2
coronary_artery_disease,lab,LAB_786-4,1
thrombocytopenia,procedure,PX_71260,1
chronic_kidney_disease,procedure,PX_94760,1
gerd,medication,RX_9863,1
dyslipidemia,medication,RX_41127,2
hematuria,medication,RX_7454,2
dyslipidemia,lab,LAB_2075-0,1
thrombocytopenia,lab,LAB_736-9,1
rheumatoid_arthritis,lab,LAB_9591-9,1
copd,lab,LAB_14979-9,1
heart_failure,lab,LAB_32623-1,1
heart_failure,lab,LAB_788-0,1
hypertension,lab,LAB_33219-7,1
kidney_stone,procedure,PX_XXXXX440,1
hypokalemia,medication,RX_1808,2
asthma,lab,LAB_7425-2,1
copd,procedure,PX_XXXXX287,2
kidney_stone,lab,LAB_7000-3,1
gout,medication,RX_9863,1
dermatitis,procedure,PX_90658,1
diabetes,procedure,PX_90732,1
cough,procedure,PX_71020,2
headache,lab,LAB_2143-6,1
chronic_kidney_disease,medication,RX_XXXXX163,1
uterine_fibroid,medication,RX_XXXXX28,1
back_pain,medication,RX_7715,1
coronary_artery_disease,lab,LAB_2157-6,2
atrial_fibrillation,medication,RX_9997,1
chronic_kidney_disease,medication,RX_1151,1
gout,lab,LAB_71695-1,1
heart_failure,medication,RX_71722,1
arthritis,lab,LAB_1989-3,1
asthma,lab,LAB_777-3,1
diabetes,medication,RX_106892,2
hematuria,lab,LAB_18906-8,1
dyslipidemia,lab,LAB_2340-8,1
back_pain,procedure,PX_76700,1
headache,lab,LAB_3040-3,1
headache,lab,LAB_5905-5,1
uti,lab,LAB_50551-1,1
gout,lab,LAB_751-8,1
thrombocytopenia,medication,RX_6918,1
hypertension,medication,RX_XXXXX162,1
syncope,procedure,PX_93000,2
diverticulosis/diverticulitis,lab,LAB_764-1,2
cholelithiasis,medication,RX_XXXXX131,1
arthritis,medication,RX_XXXXX6,1
coronary_artery_disease,medication,RX_4419,1
hypertension,procedure,PX_XXXXX434,1
coronary_artery_disease,procedure,PX_J7611,1
rheumatoid_arthritis,procedure,PX_71020,1
asthma,medication,RX_18993,1
thrombocytopenia,lab,LAB_731-0,1
dermatitis,medication,RX_25037,2
asthma,lab,LAB_2106-3,1
heart_failure,procedure,PX_93288,2
chronic_kidney_disease,lab,LAB_1250-0,1
rheumatoid_arthritis,procedure,PX_96372,1
cough,procedure,PX_XXXXX519,2
headache,procedure,PX_90658,1
seizure_disorder,medication,RX_40254,2
kidney_stone,lab,LAB_42251-9,1
uti,procedure,PX_76700,2
coronary_artery_disease,medication,RX_18867,1
gerd,procedure,PX_72050,1
diabetes,procedure,PX_94760,1
diverticulosis/diverticulitis,lab,LAB_48767-8,1
thrombocytopenia,medication,RX_28889,1
rheumatoid_arthritis,procedure,PX_77080,1
uterine_fibroid,medication,RX_6918,1
rheumatoid_arthritis,medication,RX_191831,2
heart_failure,lab,LAB_3094-0,2
kidney_stone,medication,RX_7531,1
arthritis,medication,RX_221147,1
rheumatoid_arthritis,lab,LAB_49024-3,1
diabetes,procedure,PX_XXXXX385,1
headache,lab,LAB_718-7,1
anemia,procedure,PX_76075,1
coronary_artery_disease,procedure,PX_97802,1
cholelithiasis,lab,LAB_1990-1,1
atrial_fibrillation,lab,LAB_19123-9,1
headache,procedure,PX_XXXXX190,1
arthritis,lab,LAB_46248-1,1
dermatitis,lab,LAB_X9999999-9,1
hypertension,procedure,PX_76856,1
thrombocytopenia,medication,RX_77492,1
anemia,lab,LAB_X9999999-9,1
hypokalemia,procedure,PX_93732,1
seizure_disorder,lab,LAB_19261-7,2
back_pain,lab,LAB_57751-0,2
diabetes,lab,LAB_49220-7,1
uterine_fibroid,medication,RX_4099,2
diverticulosis/diverticulitis,procedure,PX_74400,1
dermatitis,medication,RX_93263,2
hypertension,medication,RX_17767,2
dyslipidemia,procedure,PX_XXXXX266,2
back_pain,procedure,PX_77003,2
copd,procedure,PX_71250,2
diverticulosis/diverticulitis,medication,RX_XXXXX89,2
seizure_disorder,medication,RX_7052,1
hypokalemia,medication,RX_4850,1
osteoporosis,medication,RX_6851,1
headache,medication,RX_8896,1
thrombocytopenia,lab,LAB_17859-0,1
atrial_fibrillation,procedure,PX_XXXXX407,1
"mood_disorders,_including_depression",medication,RX_32675,1
heart_failure,lab,LAB_17856-6,1
asthma,procedure,PX_90656,1
gerd,procedure,PX_97803,1
copd,medication,RX_XXXXX143,1
arthritis,procedure,PX_73560,2
thyroid_hormone_disorders,procedure,PX_XXXXX205,2
cough,lab,LAB_763-3,1
atrial_fibrillation,medication,RX_32968,2
"mood_disorders,_including_depression",lab,LAB_5193-8,1
heart_failure,lab,LAB_2028-9,1
hematuria,procedure,PX_51700,2
dyslipidemia,medication,RX_83366,2
kidney_stone,medication,RX_6922,1
chronic_kidney_disease,medication,RX_69749,2
dermatitis,medication,RX_6470,1
atrial_fibrillation,procedure,PX_XXXXX408,2
coronary_artery_disease,medication,RX_4917,2
arthritis,lab,LAB_18964-7,1
cholelithiasis,medication,RX_6579,1
diverticulosis/diverticulitis,procedure,PX_XXXXX373,2
asthma,procedure,PX_95004,1
thrombocytopenia,procedure,PX_XXXXX218,1
atrial_fibrillation,lab,LAB_785-6,1
asthma,procedure,PX_XXXXX461,1
hypokalemia,lab,LAB_764-1,1
anemia,procedure,PX_XXXXX454,1
cholelithiasis,lab,LAB_30239-8,2
thrombocytopenia,lab,LAB_18864-9,1
rheumatoid_arthritis,procedure,PX_XXXXX302,1
diabetes,procedure,PX_XXXXX187,1
arthritis,medication,RX_6579,1
thyroid_hormone_disorders,procedure,PX_60100,2
hypokalemia,lab,LAB_774-0,1
heart_failure,lab,LAB_2705-2,1
cholelithiasis,lab,LAB_786-4,1
seizure_disorder,lab,LAB_60340-7,1
gout,lab,LAB_24113-3,1
cough,lab,LAB_32623-1,1
headache,procedure,PX_72050,1
hypertension,medication,RX_9997,2
thrombocytopenia,medication,RX_XXXXX104,1
atrial_fibrillation,lab,LAB_2085-9,1
osteoporosis,medication,RX_XXXXX132,2
cholelithiasis,medication,RX_42347,1
gout,medication,RX_2599,1
headache,medication,RX_3418,2
syncope,medication,RX_7806,2
hematuria,procedure,PX_74000,2
gout,lab,LAB_,1
hypertension,procedure,PX_90658,1
dyslipidemia,procedure,PX_36415,1
hematuria,medication,RX_51670,1
seizure_disorder,lab,LAB_706-2,1
arthritis,lab,LAB_18908-4,1
arthritis,lab,LAB_72594-5,1
anemia,lab,LAB_882-1,2
hematuria,procedure,PX_XXXXX150,2
coronary_artery_disease,medication,RX_703,1
kidney_stone,lab,LAB_32167-9,1
syncope,procedure,PX_72040,1
osteoporosis,procedure,PX_73510,1
arthritis,procedure,PX_Q9966,1
back_pain,procedure,PX_70553,1
back_pain,medication,RX_6754,2
cough,procedure,PX_J1030,1
asthma,procedure,PX_XXXXX88,1
anemia,procedure,PX_94729,1
diabetes,procedure,PX_XXXXX446,1
copd,lab,LAB_2465-3,1
atrial_fibrillation,medication,RX_38413,1
hypokalemia,medication,RX_38413,2
arthritis,procedure,PX_62311,1
thyroid_hormone_disorders,procedure,PX_XXXXX408,1
anemia,lab,LAB_30248-9,1
back_pain,medication,RX_36108,1
cough,procedure,PX_J7612,2
cholelithiasis,medication,RX_XXXXX101,1
thyroid_hormone_disorders,lab,LAB_3053-6,2
gerd,procedure,PX_93005,1
rheumatoid_arthritis,lab,LAB_32146-3,1
gout,lab,LAB_718-7,1
cough,medication,RX_5032,2
diabetes,procedure,PX_XXXXX392,2
kidney_stone,medication,RX_32675,1
syncope,medication,RX_28200,1
uterine_fibroid,lab,LAB_8262-8,1
hematuria,medication,RX_6754,1
asthma,lab,LAB_785-6,1
asthma,procedure,PX_93306,1
hypokalemia,procedure,PX_36415,1
asthma,medication,RX_2670,1
hypokalemia,medication,RX_5224,1
coronary_artery_disease,lab,LAB_895-3,1
thyroid_hormone_disorders,procedure,PX_XXXXX378,1
cholelithiasis,lab,LAB_1975-2,2
osteoporosis,procedure,PX_73130,1
hypokalemia,procedure,PX_93351,1
chronic_kidney_disease,lab,LAB_72582-0,1
gout,procedure,PX_XXXXX512,2
rheumatoid_arthritis,lab,LAB_46128-5,1
sleep_apnea,medication,RX_7213,1
diabetes,medication,RX_XXXXX113,1
syncope,procedure,PX_90746,1
syncope,lab,LAB_2028-9,2
coronary_artery_disease,lab,LAB_2093-3,1
hypertension,procedure,PX_93741,1
hypokalemia,medication,RX_1223,2
uti,lab,LAB_31038-3,2
coronary_artery_disease,procedure,PX_XXXXX405,1
thyroid_hormone_disorders,medication,RX_306266,1
hypertension,procedure,PX_76092,1
rheumatoid_arthritis,procedure,PX_76705,1
sleep_apnea,lab,LAB_20563-3,1
back_pain,lab,LAB_50557-8,1
back_pain,procedure,PX_97003,2
thyroid_hormone_disorders,medication,RX_67108,1
atrial_fibrillation,medication,RX_6918,2
"mood_disorders,_including_depression",medication,RX_35636,2
copd,medication,RX_XXXXX71,1
hypokalemia,medication,RX_2598,1
headache,medication,RX_231049,2
thyroid_hormone_disorders,procedure,PX_G0202,1
heart_failure,lab,LAB_1968-7,1
cough,medication,RX_XXXXX125,1
gout,medication,RX_5640,2
diabetes,lab,LAB_27353-2,1
coronary_artery_disease,lab,LAB_3094-0,1
gerd,lab,LAB_32623-1,1
atrial_fibrillation,procedure,PX_XXXXX410,1
chronic_kidney_disease,medication,RX_139825,2
thyroid_hormone_disorders,medication,RX_2598,1
atrial_fibrillation,medication,RX_6916,1
back_pain,procedure,PX_XXXXX460,2
"mood_disorders,_including_depression",procedure,PX_70552,2
copd,lab,LAB_30934-4,1
headache,procedure,PX_70460,2
dermatitis,medication,RX_2582,1
uti,procedure,PX_71020,1
headache,procedure,PX_97803,1
headache,lab,LAB_14316-4,1
atrial_fibrillation,medication,RX_4917,1
uterine_fibroid,lab,LAB_50896-0,1
dyslipidemia,lab,LAB_4544-3,1
rheumatoid_arthritis,lab,LAB_711-2,1
kidney_stone,procedure,PX_76770,2
seizure_disorder,procedure,PX_95812,2
atrial_fibrillation,medication,RX_4603,1
asthma,lab,LAB_2465-3,1
asthma,procedure,PX_71020,2
thyroid_hormone_disorders,procedure,PX_XXXXX415,1
headache,procedure,PX_70470,2
hematuria,procedure,PX_XXXXX43,2
rheumatoid_arthritis,procedure,PX_J1100,2
kidney_stone,medication,RX_71722,1
thrombocytopenia,lab,LAB_55301-6,1
rheumatoid_arthritis,lab,LAB_29958-6,1
uti,lab,LAB_42357-4,2
thyroid_hormone_disorders,medication,RX_6574,1
anemia,medication,RX_XXXXX136,1
hypertension,procedure,PX_97803,1
sleep_apnea,medication,RX_XXXXX138,1
chronic_kidney_disease,procedure,PX_XXXXX428,1
gerd,medication,RX_8745,1
back_pain,procedure,PX_72120,2
gerd,procedure,PX_XXXXX387,2
dermatitis,procedure,PX_11101,2
headache,lab,LAB_49220-7,1
atrial_fibrillation,procedure,PX_93228,2
thyroid_hormone_disorders,procedure,PX_XXXXX537,2
thrombocytopenia,lab,LAB_777-3,2
cough,procedure,PX_J1100,1
asthma,lab,LAB_6833-8,1
atrial_fibrillation,lab,LAB_711-2,1
kidney_stone,medication,RX_39993,1
sleep_apnea,procedure,PX_XXXXX289,1
asthma,lab,LAB_2458-8,1
asthma,procedure,PX_XXXXX301,1
hypokalemia,lab,LAB_30894-0,1
syncope,lab,LAB_2345-7,2
osteoporosis,procedure,PX_76076,2
thrombocytopenia,lab,LAB_18964-7,1
gout,medication,RX_596,1
dyslipidemia,lab,LAB_41653-7,1
anemia,procedure,PX_91010,1
gerd,medication,RX_7052,1
"mood_disorders,_including_depression",lab,LAB_751-8,1
asthma,medication,RX_93263,2
arthritis,procedure,PX_XXXXX130,2
diverticulosis/diverticulitis,lab,LAB_50561-0,1
heart_failure,medication,RX_10737,1
cough,lab,LAB_6020-2,1
seizure_disorder,medication,RX_1665059,1
anemia,procedure,PX_XXXXX458,1
syncope,procedure,PX_XXXXX266,2
back_pain,procedure,PX_93005,1
hypertension,lab,LAB_3094-0,1
thyroid_hormone_disorders,medication,RX_3081,2
"mood_disorders,_including_depression",medication,RX_61381,2
copd,procedure,PX_J1030,2
uti,lab,LAB_43409-2,2
back_pain,procedure,PX_36415,1
uti,medication,RX_3264,1
coronary_artery_disease,procedure,PX_XXXXX290,2
uterine_fibroid,medication,RX_42375,1
anemia,procedure,PX_90862,1
hematuria,procedure,PX_72100,1
coronary_artery_disease,medication,RX_4603,1
uti,lab,LAB_18955-5,2
sleep_apnea,procedure,PX_XXXXX221,1
coronary_artery_disease,medication,RX_XXXXX121,1
thrombocytopenia,medication,RX_2418,1
asthma,procedure,PX_72040,1
anemia,medication,RX_313663,1
dyslipidemia,procedure,PX_76705,1
gerd,lab,LAB_30319-8,1
osteoporosis,lab,LAB_2162-6,1
dyslipidemia,lab,LAB_2160-0,1
dermatitis,medication,RX_3743,1
cholelithiasis,lab,LAB_2075-0,1
seizure_disorder,procedure,PX_XXXXX413,2
diverticulosis/diverticulitis,medication,RX_82000,1
copd,procedure,PX_94760,2
coronary_artery_disease,procedure,PX_90658,1
heart_failure,medication,RX_8591,1
thrombocytopenia,lab,LAB_789-8,1
diabetes,lab,LAB_14957-5,1
asthma,lab,LAB_6265-3,1
coronary_artery_disease,procedure,PX_XXXXX289,2
gerd,procedure,PX_XXXXX455,1
diverticulosis/diverticulitis,procedure,PX_XXXXX374,2
arthritis,procedure,PX_XXXXX371,1
sleep_apnea,lab,LAB_751-8,1
"mood_disorders,_including_depression",procedure,PX_XXXXX378,1
coronary_artery_disease,lab,LAB_32146-3,1
dyslipidemia,medication,RX_4099,1
hematuria,lab,LAB_18955-5,2
dyslipidemia,medication,RX_60548,1
copd,lab,LAB_19113-0,1
cholelithiasis,lab,LAB_2885-2,1
back_pain,medication,RX_33272,1
cholelithiasis,medication,RX_3423,1
coronary_artery_disease,procedure,PX_94010,1
atrial_fibrillation,medication,RX_4511,1
chronic_kidney_disease,medication,RX_274783,2
arthritis,lab,LAB_2236-8,1
heart_failure,lab,LAB_2472-9,1
chronic_kidney_disease,lab,LAB_14957-5,1
hypertension,lab,LAB_5902-2,1
diverticulosis/diverticulitis,lab,LAB_6742-1,1
uti,lab,LAB_18961-3,2
hematuria,procedure,PX_XXXXX55,2
atrial_fibrillation,procedure,PX_94762,1
thyroid_hormone_disorders,lab,LAB_25461-5,1
seizure_disorder,lab,LAB_3376-1,2
dyslipidemia,lab,LAB_20433-9,1
gerd,procedure,PX_71270,1
dyslipidemia,procedure,PX_XXXXX213,2
gerd,lab,LAB_2340-8,1
diverticulosis/diverticulitis,lab,LAB_49024-3,1
copd,lab,LAB_6095-4,1
headache,medication,RX_5640,2
dyslipidemia,medication,RX_2582,1
hematuria,procedure,PX_71250,1
chronic_kidney_disease,lab,LAB_49276-9,1
uti,medication,RX_10180,2
arthritis,lab,LAB_47383-5,1
heart_failure,medication,RX_10829,1
back_pain,procedure,PX_97002,2
thrombocytopenia,medication,RX_362,1
dermatitis,medication,RX_11124,2
uterine_fibroid,lab,LAB_789-8,1
atrial_fibrillation,medication,RX_XXXXX51,1
headache,procedure,PX_70546,2
kidney_stone,lab,LAB_19161-9,1
"mood_disorders,_including_depression",lab,LAB_731-0,1
gerd,medication,RX_36387,1
back_pain,lab,LAB_31208-2,1
asthma,procedure,PX_J7612,2
gerd,lab,LAB_731-0,1
copd,procedure,PX_XXXXX310,2
coronary_artery_disease,procedure,PX_XXXXX395,2
osteoporosis,lab,LAB_10389-5,1
dermatitis,medication,RX_10355,1
chronic_kidney_disease,medication,RX_362,1
cholelithiasis,lab,LAB_61151-7,1
uti,lab,LAB_51724-3,2
headache,medication,RX_8745,1
gout,procedure,PX_73564,1
copd,medication,RX_2400,1
rheumatoid_arthritis,medication,RX_6813,1
"mood_disorders,_including_depression",medication,RX_5553,1
gout,medication,RX_2683,2
dyslipidemia,medication,RX_4301,1
diabetes,procedure,PX_XXXXX400,1
uti,medication,RX_XXXXX142,1
gerd,lab,LAB_1968-7,1
atrial_fibrillation,procedure,PX_94761,1
"mood_disorders,_including_depression",medication,RX_4511,1
headache,procedure,PX_XXXXX99,2
rheumatoid_arthritis,medication,RX_25480,1
thrombocytopenia,lab,LAB_5176-3,1
headache,lab,LAB_42251-9,1
uterine_fibroid,medication,RX_1362,1
"mood_disorders,_including_depression",procedure,PX_95816,1
dermatitis,procedure,PX_J3303,2
thrombocytopenia,lab,LAB_18970-4,1
anemia,lab,LAB_1250-0,2
copd,lab,LAB_5905-5,1
cough,lab,LAB_5176-3,1
hypokalemia,medication,RX_32968,1
diabetes,procedure,PX_36415,1
kidney_stone,lab,LAB_6075-6,1
copd,lab,LAB_764-1,1
back_pain,medication,RX_11256,1
back_pain,medication,RX_704,2
uterine_fibroid,lab,LAB_751-8,1
dermatitis,procedure,PX_95004,2
back_pain,medication,RX_8640,2
sleep_apnea,procedure,PX_71270,1
cholelithiasis,medication,RX_7806,1
thyroid_hormone_disorders,lab,LAB_718-7,1
thrombocytopenia,lab,LAB_5196-1,1
sleep_apnea,procedure,PX_93306,1
diabetes,procedure,PX_XXXXX440,1
osteoporosis,lab,LAB_2729-2,1
thrombocytopenia,lab,LAB_32623-1,1
headache,medication,RX_9346,1
cholelithiasis,procedure,PX_XXXXX210,2
diverticulosis/diverticulitis,procedure,PX_XXXXX375,2
anemia,lab,LAB_4546-8,1
copd,procedure,PX_71270,2
hypertension,lab,LAB_2888-6,1
anemia,procedure,PX_XXXXX461,1
gout,lab,LAB_785-6,1
kidney_stone,medication,RX_6579,1
diabetes,procedure,PX_J1030,2
kidney_stone,lab,LAB_2965-2,1
dyslipidemia,medication,RX_6057,1
coronary_artery_disease,medication,RX_XXXXX65,2
diverticulosis/diverticulitis,medication,RX_10156,1
dyslipidemia,procedure,PX_XXXXX263,1
chronic_kidney_disease,lab,LAB_1990-1,1
asthma,procedure,PX_J3301,1
syncope,lab,LAB_6301-6,2
rheumatoid_arthritis,procedure,PX_XXXXX381,2
"mood_disorders,_including_depression",medication,RX_8183,1
gout,medication,RX_3423,1
anemia,medication,RX_3423,1
hematuria,medication,RX_32675,1
kidney_stone,lab,LAB_6096-2,1
osteoporosis,lab,LAB_35365-6,1
dermatitis,procedure,PX_11301,1
sleep_apnea,procedure,PX_94010,1
anemia,lab,LAB_32146-3,1
asthma,medication,RX_8896,1
kidney_stone,lab,LAB_50557-8,1
headache,procedure,PX_J3301,1
asthma,medication,RX_19831,2
hematuria,procedure,PX_XXXXX52,1
diabetes,medication,RX_XXXXX95,1
hypokalemia,procedure,PX_XXXXX470,1
kidney_stone,medication,RX_XXXXX66,1
"mood_disorders,_including_depression",procedure,PX_90806,1
thyroid_hormone_disorders,procedure,PX_XXXXX438,1
syncope,procedure,PX_XXXXX286,2
kidney_stone,procedure,PX_J1885,2
chronic_kidney_disease,procedure,PX_XXXXX410,1
seizure_disorder,lab,LAB_895-3,1
arthritis,procedure,PX_20605,1
diabetes,medication,RX_XXXXX53,1
thyroid_hormone_disorders,procedure,PX_90658,1
atrial_fibrillation,medication,RX_XXXXX121,2
hematuria,procedure,PX_XXXXX50,1
back_pain,medication,RX_7258,2
back_pain,procedure,PX_72090,2
syncope,medication,RX_301542,1
headache,lab,LAB_1988-5,2
syncope,lab,LAB_20448-7,1
copd,procedure,PX_J1020,2
heart_failure,lab,LAB_30522-7,1
back_pain,lab,LAB_19321-9,1
coronary_artery_disease,procedure,PX_70470,1
coronary_artery_disease,medication,RX_39173,1
dyslipidemia,procedure,PX_G0202,1
hematuria,medication,RX_XXXXX148,1
kidney_stone,lab,LAB_2777-1,1
asthma,medication,RX_8640,2
anemia,medication,RX_4511,2
uti,procedure,PX_74400,2
atrial_fibrillation,lab,LAB_14979-9,1
kidney_stone,medication,RX_7454,1
anemia,lab,LAB_2284-8,2
seizure_disorder,medication,RX_4493,1
hypokalemia,procedure,PX_93000,2
